turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
2,2023.1,MARIO LUCIO DE AVILA,2M1234,7,50.0,"FUP-Sala: A1-42/30-Prédio UAC, 1º Andar",FUP0307,666
1,2023.1,FERNANDA REGINA NASCIMENTO,35M12,6,50.0,"FUP - Sala A1 42/30 - Prédio UAC, 1º Andar",FUP0308,666
1,2023.1,MARLON VINICIUS BRISOLA,2N1234,15,40.0,ICC BT 168,FUP0309,666
2,2023.1,RAFAELA CARARETO POLYCARPO,4M1234,5,50.0,"FUP - Sala A1 48/50 - Prédio UAC, 1º Andar",FUP0309,666
1,2023.1,EDUARDO LEONARDECZ NETO,35M34,7,50.0,"FUP - Sala: A1 - 42/32 - Prédio UAC, 1º Andar",FUP0310,666
1,2023.1,MAGALI COSTA GUIMARAES,7M1234,21,40.0,ICC AT - 079/8,FUP0311,666
2,2023.1,JOAQUIM ANTONILDO PINHO PINHEIRO,6T2345,26,50.0,"FUP-Sala:AT-42/30-Prédio UAC, Térreo",FUP0311,666
1,2023.1,ANTONIO DE ALMEIDA NOBRE JUNIOR,4T45,11,50.0,"FUP - Sala A1 48/50 - Prédio UAC, 1º Andar.",FUP0312,666
1,2023.1,MARIA CLARA HORTENCIO CLEMENTE,2N34 4N12,7,43.0,"FUP - Sala: AT - 42/30 - Prédio UAC, Térreo",FUP0313,666
2,2023.1,MARIA CLARA HORTENCIO CLEMENTE,2T45 4T23,13,43.0,"FUP-Sala:A1-42/42-Prédio UAC, 1º Andar",FUP0313,666
1,2023.1,CYNTHIA BISINOTO EVANGELISTA DE OLIVEIRA,3T2345,19,40.0,"Sala: A1 - 42/30 - Prédio UAC, 1º Andar - FUP",FUP0314,666
2,2023.1,CYNTHIA BISINOTO EVANGELISTA DE OLIVEIRA,3N1234,11,40.0,"Sala: A1 - 42/30 - Prédio UAC, 1º Andar - FUP",FUP0314,666
1,2023.1,PAULO EDUARDO DE BRITO,2N12 4N34,23,40.0,"FUP:A1-42/32(UAC, 1 Andar) e AT-66/26(UEP, Terreo)",FUP0316,666
2,2023.1,IVAN FERREIRA DA COSTA,2T23 4T45,3,40.0,"FUP:A1-42/12(UAC, 1 Andar) e AT-66/26(UEP, Terreo)",FUP0316,666
1,2023.1,MARCELLA LEMOS BRETTAS CARNEIRO,5T2345,3,40.0,"FUP-Sala:A1-48/50-Prédio UAC, 1º Andar",FUP0320,666
1,2023.1,CHRISTIANO DEL CANTONI GATI,5T2345,3,40.0,"FUP-Sala:A1-48/50-Prédio UAC, 1º Andar",FUP0320,666
2,2023.1,MARCELLA LEMOS BRETTAS CARNEIRO,4N1234,8,40.0,"FUP-Sala:A1-48/22-Prédio UAC, 1º Andar",FUP0320,666
2,2023.1,CHRISTIANO DEL CANTONI GATI,4N1234,8,40.0,"FUP-Sala:A1-48/22-Prédio UAC, 1º Andar",FUP0320,666
1,2023.1,ARMANDO DE MENDONCA MAROJA,2N12 4N34,9,43.0,"FUP:A1-42/30(UAC, 1 andar) e AT-43/26(UEP, Terreo)",FUP0321,666
2,2023.1,ARMANDO DE MENDONCA MAROJA,2T23 4T45,13,43.0,"FUP:A1-42/30(UAC, 1andar) e AT-43/26(UEP, Terreo)",FUP0321,666
1,2023.1,PAULO GABRIEL FRANCO DOS SANTOS,5T2345,7,40.0,"FUP - Sala: AT - 48/22 - Prédio UAC, Térreo",FUP0323,666
2,2023.1,JULIANA EUGENIA CAIXETA,3N1234,11,40.0,"FUP - Sala: AT - 42/30 - Prédio UAC, Térreo",FUP0323,666
1,2023.1,OTILIE EICHLER VERCILLO,2N34 4N12,11,40.0,"FUP - Sala: A1 - 48/20 - Prédio UAC, 1º Andar",FUP0329,666
2,2023.1,OTILIE EICHLER VERCILLO,2T45 4T23,9,40.0,"FUP - Sala: A1 - 42/12 - Prédio UAC, 1º Andar",FUP0329,666
1,2023.1,DELANO MOODY SIMOES DA SILVA,3T2345,14,40.0,"FUP - Sala: A1 - 48/20 - Prédio UAC, 1º Andar",FUP0330,666
2,2023.1,DELANO MOODY SIMOES DA SILVA,3N1234,9,40.0,"FUP - Sala: A1 - 48/20 - Prédio UAC, 1º Andar",FUP0330,666
1,2023.1,JEANE CRISTINA GOMES ROTTA,4M34,33,40.0,"FUP-Sala:AT-42/12-Prédio UAC, Térreo",FUP0332,666
1,2023.1,MAISA SANTOS JOAQUIM,24N12,26,35.0,2N12(PJC BT 076) 4N12(ICC AT- 169/8),FUP0333,666
2,2023.1,DONARIA COELHO DUARTE,35M34,3,50.0,"FUP-Sala:AT-79/11-Prédio UEP, Térreo",FUP0333,666
1,2023.1,THIAGO DIAS TROMBETA,5N1234,19,40.0,ICC BT 168,FUP0334,666
2,2023.1,JEAN LOUIS LE GUERROUE,6M1234,10,50.0,FUP - Sala: AT - 48/20 UAC,FUP0334,666
1,2023.1,LUIS ANTONIO PASQUETTI,3N1234,13,40.0,"FUP -A1 42/60 UAC, 1 ANDAR",FUP0335,666
2,2023.1,SILVIA REGINA STARLING ASSAD DE AVILA,35T23,17,50.0,"FUP - Sala A1 42/12 - Prédio UAC, 1º Andar",FUP0335,666
1,2023.1,TITO RICARDO VAZ DA COSTA,7M34,9,50.0,"FUP-Sala:AT-42/12-Prédio UAC, Térreo",FUP0336,666
1,2023.1,SILVIA REGINA STARLING ASSAD DE AVILA,35M34,11,40.0,"FUP - Sala A1 42/12 - Prédio UAC, 1º Andar",FUP0339,666
2,2023.1,JONILTO COSTA SOUSA,35M34,5,50.0,"FUP-Sala:AT-48/22-Prédio UAC, Térreo",FUP0342,666
1,2023.1,LUIZ GUILHERME DE OLIVEIRA,24M12,5,50.0,"FUP - Sala A1 42/42 - Prédio UAC, 1º Andar",FUP0343,666
1,2023.1,MANOEL PEREIRA DE ANDRADE,6N1234,30,40.0,ICC AT 158/19,FUP0344,666
2,2023.1,MAURO EDUARDO DEL GROSSI,26M34,8,50.0,"FUP-Sala:AT-48/20-Prédio UAC, 1º andar.",FUP0344,666
1,2023.1,DONARIA COELHO DUARTE,35T23,11,50.0,"FUP-Sala:AT-79/11-Prédio UEP, Térreo.",FUP0345,666
1,2023.1,TAYLINE WALVERDE BISPO,2T23,7,50.0,"FUP-Sala: AT-42/12- Préd. UAC, Térreo",FUP0346,666
1,2023.1,WESCLEY WELL VICENTE BEZERRA,6N34,7,43.0,"FUP - Sala: A1 - 48/22 - Prédio UAC, 1º Andar",FUP0348,666
2,2023.1,ANTONIO LUIZ DE MELO,4M34,16,42.0,"FUP - Sala A1 42/12 - Prédio UAC, 1º Andar",FUP0348,666
1,2023.1,ROSYLANE DORIS DE VASCONCELOS,5N1234,9,51.0,"FUP-Sala:AT-48/20-Prédio UAC, Térreo",FUP0349,666
2,2023.1,ROSYLANE DORIS DE VASCONCELOS,5T2345,9,41.0,"FUP-Sala:A1-42/42-Prédio UAC, 1º Andar",FUP0349,666
1,2023.1,ANETE MARIA DE OLIVEIRA,2M1234,22,40.0,"FUP - AT: 66/26, Lab.Ens.Geo.Fis. - UEP, Terreo",FUP0350,666
2,2023.1,ANETE MARIA DE OLIVEIRA,2N1234,20,40.0,"FUP - AT - 66/26 - Lab.Ens.Geo.Fis, UEP, Terreo",FUP0350,666
1,2023.1,MARCO AURELIO ALVES BARBOSA,2N12 4N34,3,40.0,"FUP - Sala: A1 - 42/30 - Prédio UAC, 1º Andar",FUP0351,666
2,2023.1,ISMAEL VICTOR DE LUCENA COSTA,2T23 4T45,27,40.0,"FUP - Sala: A1 -  42/30 - `Prédio UAC, 1º Andar",FUP0351,666
1,2023.1,MARCELO XIMENES AGUIAR BIZERRIL,2N12,31,40.0,"FUP - Sala: AT - 42/30 - Prédio UAC, Térreo",FUP0353,666
1,2023.1,DANILO ARRUDA FURTADO,2N1234,18,40.0,"FUP - Sala: A1 - 48/22 - Prédio UAC, 1º Andar",FUP0355,666
2,2023.1,DANILO ARRUDA FURTADO,4T2345,6,40.0,"FUP - Sala: A1 - 48/22 - Prédio UAC, 1º Andar",FUP0355,666
1,2023.1,PHILIPPE POMIER LAYRARGUES,6N1234,7,40.0,FUP - AT 42/12 UAC,FUP0358,666
2,2023.1,MARIA CLARA HORTENCIO CLEMENTE,6N1234,11,40.0,"FUP -Sala: AT - 79/11 - Prédio UEP, Térreo",FUP0360,666
1,2023.1,MAURO FRANCISCO PINHEIRO DA SILVA,2N34 4N12,11,40.0,FUP - A1 42/42 - Prédio UAC. 1º andar,FUP0362,666
2,2023.1,MAURO FRANCISCO PINHEIRO DA SILVA,2T45 4T23,6,40.0,"FUP - Sala: AT - 42/12 Prédio UAC, Térreo",FUP0362,666
1,2023.1,BERNHARD GEORG ENDERS NETO,2N34 4N12,4,40.0,FUP - Salas: AT - 43/26 UEP e A1 - 42/30 UAC,FUP0363,666
2,2023.1,ISMAEL VICTOR DE LUCENA COSTA,2T45 4T23,22,40.0,"FUP – Salas:  AT – 66/26 e AT – 79/11, Prédio UEP,",FUP0363,666
1,2023.1,SUSAN ELIZABETH MARTINS CESAR DE OLIVEIRA,24M34,5,40.0,"FUP: Sala: A1 - 42/12 - Prédio UAC, 1º Andar",FUP0368,666
1,2023.1,JANAINA DEANE DE ABREU SA DINIZ,35M34,9,40.0,"FUP-Sala:AT-48/20-Prédio UAC, Térreo.",FUP0369,666
1,2023.1,TAYLINE WALVERDE BISPO,24M12,20,40.0,"FUP -Sala: AT 42/12 Prédio UAC, Térreo",FUP0372,666
1,2023.1,JOAO BATISTA PEREIRA DE QUEIROZ,3M12 (28/03/2023 - 25/07/2023),19,19.0,FUP,FUP0392,666
2,2023.1,JOAO BATISTA PEREIRA DE QUEIROZ,3M34 (28/03/2023 - 25/07/2023),11,12.0,FUP,FUP0392,666
3,2023.1,JOAO BATISTA PEREIRA DE QUEIROZ,3M5  3T1 (28/03/2023 - 25/07/2023),13,10.0,FUP,FUP0392,666
1,2023.1,LUIS ANTONIO PASQUETTI,3T23 (28/03/2023 - 25/07/2023),18,18.0,FUP,FUP0397,666
2,2023.1,LUIS ANTONIO PASQUETTI,3T45 (28/03/2023 - 25/07/2023),11,12.0,FUP,FUP0397,666
3,2023.1,LUIS ANTONIO PASQUETTI,4T6  4N1 (28/03/2023 - 25/07/2023),11,10.0,FUP,FUP0397,666
1,2023.1,JAIR RECK,4M12 (28/03/2023 - 25/07/2023),18,18.0,FUP,FUP0400,666
2,2023.1,JAIR RECK,4M34 (28/03/2023 - 25/07/2023),13,14.0,FUP,FUP0400,666
3,2023.1,JAIR RECK,4M5  4T1 (28/03/2023 - 25/07/2023),10,8.0,FUP,FUP0400,666
1,2023.1,ELIENE NOVAES ROCHA,4T2345 (28/03/2023 - 25/07/2023),18,18.0,FUP,FUP0403,666
2,2023.1,ELIENE NOVAES ROCHA,5M1234 (28/03/2023 - 25/07/2023),14,14.0,FUP,FUP0403,666
3,2023.1,ELIENE NOVAES ROCHA,5M5  5T123 (28/03/2023 - 25/07/2023),11,10.0,FUP,FUP0403,666
1,2023.1,FELIPE CANOVA GONCALVES,3T6  3N1 (28/03/2023 - 25/07/2023),41,44.0,FUP,FUP0405,666
1,2023.1,JEANE CRISTINA GOMES ROTTA,5M34,16,40.0,"FUP-Sala:A1 48/50-Prédio UAC, 1º Andar",FUP0408,666
2,2023.1,FRANCO DE SALLES PORTO,4N12,9,40.0,Laboratório de Pesquisa e Ensino de Ciências,FUP0408,666
1,2023.1,MAISA ISABELA RODRIGUES,35N34,26,40.0,ICC BT 102,FUP0410,666
2,2023.1,VANIA FERREIRA ROQUE SPECHT,24M34,14,50.0,"FUP - Sala AT 42/30 - Prédio UAC, Térreo",FUP0410,666
1,2023.1,MANOEL PEREIRA DE ANDRADE,4N1234,22,40.0,ICC AT 158/19,FUP0411,666
2,2023.1,RAFAELA CARARETO POLYCARPO,3M1234,4,50.0,"FUP - Sala A1 48/50 - Prédio UAC, 1º Andar",FUP0411,666
1,2023.1,LUCIANA DE OLIVEIRA MIRANDA,3T2345,13,50.0,"FUP - Sala A1 19/63 - Prédio UAC, 1º Andar",FUP0412,666
2,2023.1,CLARISSA MELO LIMA,4T2345,16,40.0,FUP - AT 42/30 UAC,FUP0413,666
1,2023.1,JANAINA DEANE DE ABREU SA DINIZ,35M12,7,40.0,"FUP: Terça(Sala:AT-48/20-UAC, Térreo)",FUP0414,666
1,2023.1,LUCIJANE MONTEIRO DE ABREU,5N12,22,40.0,"FUP - Sala: A1 - 48/52 - Prédio UAC, 1º Andar",FUP0434,666
1,2023.1,IRINEU TAMAIO,5N12,10,40.0,"FUP-Sala:A1-42/60-Prédio UAC, 1º Andar",FUP0435,666
1,2023.1,LUIZ FABRICIO ZARA,3N1234,15,40.0,FUP - A1 42/12 UAC,FUP0438,666
1,2023.1,MONICA CELEIDA RABELO NOGUEIRA,2N1234,8,40.0,"FUP-Sala:AT-42/12-Prédio UAC, Térreo",FUP0440,666
1,2023.1,PHILIPPE POMIER LAYRARGUES,4N1234,4,40.0,FUP - AT 42/12 UAC,FUP0441,666
1,2023.1,CARLOS JOSE SOUSA PASSOS,3N1234,6,40.0,FUP - AT 44/56 UEP,FUP0443,666
2,2023.1,JONILTO COSTA SOUSA,35M5  35T1,12,50.0,"FUP - Sala: A1 - 42/42 - Prédio UAC, 1º Andar",FUP0445,666
1,2023.1,SUSAN ELIZABETH MARTINS CESAR DE OLIVEIRA,24M12,15,50.0,"FUP: Sala: A1 - 42/12 - Prédio UAC, 1º Andar",FUP0446,666
2,2023.1,ELEN PRESOTTO,3N1234,19,40.0,ICC AT 158/19,FUP0446,666
1,2023.1,ELIETE AVILA WOLFF,2M23 (28/03/2023 - 25/07/2023),21,15.0,FUP,FUP0458,666
1,2023.1,JAIR RECK,4T23 (28/03/2023 - 25/07/2023),3,2.0,FUP,FUP0466,666
1,2023.1,JEANE CRISTINA GOMES ROTTA,7M34,15,40.0,"FUP-Sala: AT - 42/30 - Prédio UAC, Térreo",FUP0473,666
2,2023.1,FRANCO DE SALLES PORTO,4M34,13,40.0,"FUP-Sala:AT-48/20-Prédio UAC, Térreo",FUP0473,666
1,2023.1,ELIENE NOVAES ROCHA,2T456  2N1 (28/03/2023 - 25/07/2023),6,6.0,FUP,FUP0499,666
1,2023.1,CHRISTIANO DEL CANTONI GATI,2T456  2N1 (28/03/2023 - 25/07/2023),6,6.0,FUP,FUP0499,666
2,2023.1,ELIENE NOVAES ROCHA,3M1234 (28/03/2023 - 25/07/2023),6,4.0,FUP,FUP0499,666
2,2023.1,ROGERIO FERREIRA,3M1234 (28/03/2023 - 25/07/2023),6,4.0,FUP,FUP0499,666
3,2023.1,JOAO PAULO FERREIRA DOS SANTOS,3T2345 (28/03/2023 - 25/07/2023),7,6.0,FUP,FUP0499,666
3,2023.1,ELIENE NOVAES ROCHA,3T2345 (28/03/2023 - 25/07/2023),7,6.0,FUP,FUP0499,666
2,2023.1,TAYLINE WALVERDE BISPO,4T23,11,40.0,"FUP - Sala A1 42/30 - Prédio UAC, 1º Andar",FUP0501,666
1,2023.1,DJIBY MANE,6M1234 (28/03/2023 - 25/07/2023),12,12.0,FUP,FUP0506,666
1,2023.1,JOAO PAULO FERREIRA DOS SANTOS,6T2345 (28/03/2023 - 25/07/2023),13,12.0,FUP,FUP0509,666
1,2023.1,NATHAN CARVALHO PINHEIRO,4M1234 (28/03/2023 - 25/07/2023),6,7.0,FUP,FUP0513,666
1,2023.1,CYNARA CAROLINE KERN BARRETO,6T2345 (28/03/2023 - 25/07/2023),18,17.0,FUP,FUP0516,666
1,2023.1,ANDREIA DE ALMEIDA,6N1234,22,40.0,"FUP - AT 48/10 - LAB.INFO (UAC, TERREO)",FUP0520,666
1,2023.1,LUCIANA DE OLIVEIRA MIRANDA,2N1234,10,40.0,"FUP - Sala: A1 - 19/63 - Prédio UAC, 1º Andar",FUP0521,666
1,2023.1,ANTONIO DE ALMEIDA NOBRE JUNIOR,4N1234,15,40.0,FUP - A148/50 UAC,FUP0522,666
1,2023.1,LUIZ FELIPPE SALEMI,7M1234,9,60.0,"FUP - Sala A1 42/30 - Prédio UAC, 1º Andar",FUP0523,666
1,2023.1,CAROLINA LOPES ARAUJO,3N1234,16,40.0,FUP - A1 19/63 UAC,FUP0524,666
1,2023.1,ALEXANDRE NASCIMENTO DE ALMEIDA,5N12,8,40.0,"FUP - A1 42/42 UAC, 1 ANDAR",FUP0525,666
1,2023.1,TAYLINE WALVERDE BISPO,2N1234,16,40.0,"FUP - Sala: AT - 48/20 - Prédio UAC, Térreo",FUP0526,666
1,2023.1,DULCE MARIA SUCENA DA ROCHA,35M34,8,40.0,"Sala:A1-09/9 - Lab.Ens.Bio.1-Prédio UAC, 1 andar",FUP0527,666
2,2023.1,MARIA CRISTINA DE OLIVEIRA,5N1234,15,40.0,FUP A1 19/63 UAC e A1 09/09 - Lab.Ens.Bio.1 UAC,FUP0527,666
1,2023.1,ELIZABETH MARIA MAMEDE DA COSTA,5N1234,4,40.0,"FUP-Sala:AT-48/22-Prédio UAC, Térreo",FUP0528,666
2,2023.1,ELIZABETH MARIA MAMEDE DA COSTA,5T2345,16,40.0,"FUP-Sala:AT-48/22-Prédio UAC, Térreo",FUP0528,666
1,2023.1,ALEXANDRE NASCIMENTO DE ALMEIDA,5N34,21,40.0,"FUP - Sala: A1 - 42/42 - Prédio UAC, 1º Andar",FUP0529,666
1,2023.1,LUCIJANE MONTEIRO DE ABREU,3N1234,14,40.0,FUP - A1 48/52 UAC,FUP0530,666
1,2023.1,LUIZ HONORATO DA SILVA JUNIOR,2N1234,12,40.0,"FUP - Sala A1 42/60 - Prédio UAC, 1º Andar",FUP0531,666
1,2023.1,TIBERIO LEONARDO GUITTON,4N1234,19,40.0,"FUP - Sala A1 42/12 - Prédio UAC, 1º Andar",FUP0534,666
1,2023.1,ROMULO JOSE DA COSTA RIBEIRO,5N1234,10,40.0,"FUP - A1 48/20 UAC, 1 ANDAR",FUP0535,666
1,2023.1,WILLIAM SANTANA,4N1234,7,40.0,"FUP - Sala AT 48/22 - Prédio UAC, Térreo",FUP0536,666
1,2023.1,AMANDA MARINA ANDRADE MEDEIROS,7M123  3N1234,5,40.0,FUP: AT - 42/12 (UAC/T) e A1 - 42/12 (UAC/1andar),FUP0537,666
2,2023.1,AMANDA MARINA ANDRADE MEDEIROS,3T2345 7T123,13,40.0,"FUP - Sala: AT - 42/12 - Prédio UAC, Térreo",FUP0537,666
1,2023.1,IVAN FERREIRA DA COSTA,2T45 4T23,2,30.0,"FUP: A1-66/26 Lab.Ens.Geo.Fis 2 (UEP, Terreo)",FUP0538,666
1,2023.1,ANDRE VITOR FERNANDES DOS SANTOS,7T234  3N1234,5,40.0,FUP: A1-42/10 (UAC/1andar) e A1-42/30 (UAC/1andar),FUP0541,666
2,2023.1,ANDRE VITOR FERNANDES DOS SANTOS,7M123  3T2345,14,40.0,FUP: A1-42/10 (UAC/1andar) e AT-79/11 (UEP/Terreo),FUP0541,666
1,2023.1,FRANCO DE SALLES PORTO,7M123  3T2345,13,40.0,"FUP:AT-42/30 (UAC, Térreo) e A1-42/32 (UAC,1andar)",FUP0542,666
2,2023.1,FRANCO DE SALLES PORTO,7T123  3N1234,9,40.0,"FUP - sala: A1 - 48/50 - Prédio UAC, 1º Andar",FUP0542,666
1,2023.1,VIVIANE APARECIDA DA SILVA FALCOMER,5T2345 7T12,4,40.0,"FUP: AT-79/11(UEP, Térreo) e A1-48/22 (UAC,1andar)",FUP0543,666
2,2023.1,VIVIANE APARECIDA DA SILVA FALCOMER,7M12  5N1234,8,40.0,"FUP: AT-44/56(UEP, Térreo) e AT-79/11(UEP, Térreo)",FUP0543,666
1,2023.1,ANTONIO DE ALMEIDA NOBRE JUNIOR,5N1234,8,40.0,"FUP - Sala: A1 - 48/50 - Prédio UAC, 1º Andar",FUP0545,666
1,2023.1,EDUARDO LEONARDECZ NETO,6N1234,15,40.0,"FUP - Sala A1 42/32 - Prédio UAC, 1º Andar",FUP0546,666
1,2023.1,ELAINE NOLASCO RIBEIRO,5N1234,4,40.0,"FUP A1 42/30 UAC, 1 ANDAR",FUP0548,666
1,2023.1,ALEXANDRE NASCIMENTO DE ALMEIDA,4N1234,13,40.0,FUP -A1 42/10 UAC,FUP0549,666
4,2023.1,CLARISSA MELO LIMA,2N1234,22,40.0,"FUP-Sala:AT-48/10 Lab.Infor - UAC, Térreo",FUP0552,666
5,2023.1,LUIZ FABRICIO ZARA,2N1234,13,40.0,"FUP-Sala:A1-42/10-Prédio UAC, 1º Andar",FUP0552,666
6,2023.1,CAROLINA LOPES ARAUJO,4N1234,18,40.0,FUP - AUDITÓRIO CORA CORALINA,FUP0552,666
7,2023.1,MARCO AURELIO ALVES BARBOSA,7M34  4N12,2,40.0,FUP,FUP0552,666
1,2023.1,TANIA CRISTINA DA SILVA CRUZ,5N12,19,40.0,"FUP-Sala:AT-79/11-Prédio UEP, Térreo",FUP0553,666
2,2023.1,ELAINE NOLASCO RIBEIRO,4N1234,8,40.0,"FUP- Sala: AT - 79/11 - Prédio UEP, Térreo",FUP0555,666
1,2023.1,JOAQUIM ANTONILDO PINHO PINHEIRO,6N1234,11,40.0,"FUP Sala: A1 - 48/52 - Prédio UAC, 1º Andar",FUP0556,666
1,2023.1,TANIA CRISTINA DA SILVA CRUZ,5N34,17,17.0,"FUP-Sala:AT-79/11-Prédio UEP, Térreo",FUP0560,666
2,2023.1,CARLOS JOSE SOUSA PASSOS,2N12,8,20.0,"FUP-Sala:AT-44/56-Prédio UEP, Térreo",FUP0560,666
1,2023.1,CLARISSA MELO LIMA,7M1234,18,40.0,"FUP -Sala: AT - 48/20 - Prédio UAC, Térreo",FUP0561,666
1,2023.1,TANIA CRISTINA DA SILVA CRUZ,2T2345,73,81.0,CDT - Auditório,FTD0007,429
1,2023.1,ANA CLAUDIA GONÇALVES SOUZA OLIVEIRA,2T2345,73,81.0,CDT - Auditório,FTD0007,429
2,2023.1,TANIA CRISTINA DA SILVA CRUZ,5M1234,57,62.0,CDT - Auditório,FTD0007,429
2,2023.1,Daiane Pereira da Fonseca Lopes,5M1234,57,62.0,CDT - Auditório,FTD0007,429
3,2023.1,NATALIA LIMA DE OLIVEIRA,4T2345,56,60.0,CDT - Auditório,FTD0007,429
4,2023.1,TANIA CRISTINA DA SILVA CRUZ,5T2345,46,50.0,CDT - Auditório,FTD0007,429
4,2023.1,JONATHAS FELIPE AIRES FERREIRA,5T2345,46,50.0,CDT - Auditório,FTD0007,429
5,2023.1,Sonia Marise Salles Carvalho,3T2345,95,100.0,CDT - Auditório,FTD0007,429
5,2023.1,PAULO CELSO DOS REIS GOMES,3T2345,95,100.0,CDT - Auditório,FTD0007,429
1,2023.1,MARIO DE OLIVEIRA ANDRADE,6T23456  6N1,97,100.0,CDT - Auditório,FTD0008,429
1,2023.1,MARIO DE OLIVEIRA ANDRADE,6M12345  6T1,29,30.0,CDT - Sala Interação,FTD0009,429
1,2023.1,TALITA SOUZA CARMO,24M34,39,50.0,Sala - Interação,FTD0010,429
1,2023.1,LIVIA PEREIRA DE ARAUJO,24M34,39,50.0,Sala - Interação,FTD0010,429
1,2023.1,LARISSE ARAUJO LIMA,5T2345,11,50.0,CDT - Sala Interação,FTD0011,429
1,2023.1,RAFAEL AMARAL SHAYANI,6M12,46,50.0,FT/ENE BT-52/15,FTD0018,429
1,2023.1,JOSE ALFREDO RUIZ VARGAS,6M12,78,80.0,FT/ENE BT-13/15 (Auditório),FTD0021,429
1,2023.1,EDSON ALVES DA COSTA JUNIOR,46T23,140,140.0,FGA - SALA S4/SALA S9,FGA0003,673
1,2023.1,RONNE TOLEDO,24M34,27,45.0,SALA FGA - I8 e Container 17,FGA0008,673
1,2023.1,SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA,24M12,47,50.0,FGA - SALA I3,FGA0013,673
1,2023.1,MARCUS VINICIUS CHAFFIM COSTA,35M34,9,40.0,FGA - SALA S5,FGA0015,673
1,2023.1,WELLINGTON AVELINO DO AMARAL,35T23,18,45.0,FGA - LAB SS,FGA0017,673
1,2023.1,RITA DE CASSIA SILVA,35M12,12,40.0,FGA - SALA I7/SALA I4,FGA0023,673
1,2023.1,ALEX REIS,46T23,10,45.0,FGA -  SALA I5,FGA0025,673
1,2023.1,JORGE ANDRES CORMANE ANGARITA,46T23,10,45.0,FGA -  SALA I5,FGA0025,673
1,2023.1,JOHN LENON CARDOSO GARDENGHI,46M34,130,130.0,FGA - SALA S9,FGA0030,673
2,2023.1,BRUNO CESAR RIBAS,35T6  35N1,44,130.0,FGA  - SALA I9,FGA0030,673
1,2023.1,RICARDO RAMOS FRAGELLI,2T2345,17,20.0,SALA FGA - MULTIUSO,FGA0034,673
2,2023.1,JUNGPYO LEE,25T23,6,25.0,FGA - LAB TERMODINAMICA,FGA0037,673
3,2023.1,RAFAEL CASTILHO FARIA MENDES,2T2345,28,50.0,FGA - SALA S7,FGA0037,673
1,2023.1,OLEXIY SHYNKARENKO,35T45 6T4,27,30.0,SALA FGA  - I4,FGA0038,673
1,2023.1,ARTEM ANDRIANOV,2M5 35M12,44,45.0,SALA FGA - I4 / I10 / S7,FGA0039,673
1,2023.1,ANDRE MURILO DE ALMEIDA PINTO,24M34,10,16.0,FGA - LAB SHP,FGA0040,673
1,2023.1,RAFAEL RODRIGUES DA SILVA,24M34,10,16.0,FGA - LAB SHP,FGA0040,673
1,2023.1,OLEXIY SHYNKARENKO,35T23,27,30.0,SALA FGA  - S5,FGA0043,673
1,2023.1,POLLIANA CANDIDA OLIVEIRA MARTINS,46M34,23,30.0,SALA FGA - S8,FGA0045,673
1,2023.1,ANDREIA ALVES COSTA LINDINGER,35M34,8,45.0,FGA - SALA I1,FGA0047,673
1,2023.1,WILLIAM REIS SILVA,46M34,14,45.0,SALA FGA - S4 e I2,FGA0048,673
1,2023.1,SERGIO HENRIQUE DA SILVA CARNEIRO,35M34,34,45.0,SALA FGA - I4,FGA0050,673
1,2023.1,PAOLO GESSINI,235M12,9,45.0,SALA FGA - I1,FGA0052,673
1,2023.1,JUNGPYO LEE,235M12,9,45.0,SALA FGA - I1,FGA0052,673
1,2023.1,EDSON ALVES DA COSTA JUNIOR,7M1234,133,140.0,FGA - SALA S4 e I10/S10,FGA0053,673
1,2023.1,ANDREA CASTELLO BRANCO JUDICE,4M1234,55,60.0,FGA - SALA S6,FGA0054,673
1,2023.1,REJANE MARIA DA COSTA FIGUEIREDO,4M1234,55,60.0,FGA - SALA S6,FGA0054,673
1,2023.1,RHANDER VIANA,35T23,15,20.0,FGA - SALA S8,FGA0055,673
1,2023.1,EDISON GUSTAVO CUEVA GALARRAGA,35M34,14,25.0,FGA - SALA I8,FGA0056,673
1,2023.1,MARCUS VINICIUS BATISTUTA,24T45,5,45.0,FGA - SALA I1/SALA I2,FGA0057,673
1,2023.1,VANDOR ROBERTO VILARDI RISSOLI,35M12,37,45.0,FGA - SALA I6,FGA0060,673
1,2023.1,TATIANE DA SILVA EVANGELISTA,35M34,28,60.0,FGA - SALA I3,FGA0066,673
1,2023.1,LUIS FILOMENO DE JESUS FERNANDES,24M12,21,45.0,FGA - SALA S8,FGA0067,673
2,2023.1,EULER DE VILHENA GARCIA,35M12,43,45.0,FGA - SALA S9,FGA0067,673
1,2023.1,GILMAR SILVA BESERRA,24M34,16,60.0,FGA - SALA I3/SALA I2,FGA0068,673
1,2023.1,DIOGO DE OLIVEIRA COSTA,3T23,10,24.0,FGA - LAB NEI 1,FGA0069,673
2,2023.1,ANDERSON JOSE COSTA SENA,5M34,11,24.0,FGA - LAB NEI 1,FGA0069,673
3,2023.1,DIOGO DE OLIVEIRA COSTA,6M12,11,24.0,FGA - LAB NEI 1,FGA0069,673
